ココア Short,284,455,+低脂肪タイプミルクに変更 +ノンファットミルクに変更 +豆乳*に変更(￥55) +アーモンドミルク*に変更(￥55) +オーツミルク*に変更(￥55),+チョコレートソース,,151,1
ココア Tall,284,495,+低脂肪タイプミルクに変更 +ノンファットミルクに変更 +豆乳*に変更(￥55) +アーモンドミルク*に変更(￥55) +オーツミルク*に変更(￥55),+チョコレートソース,,152,1
ココア Grande,284,540,+低脂肪タイプミルクに変更 +ノンファットミルクに変更 +豆乳*に変更(￥55) +アーモンドミルク*に変更(￥55) +オーツミルク*に変更(￥55),+チョコレートソース,,153,1
ココア Venti,284,585,+低脂肪タイプミルクに変更 +ノンファットミルクに変更 +豆乳*に変更(￥55) +アーモンドミルク*に変更(￥55) +オーツミルク*に変更(￥55),+チョコレートソース,,154,1
キャラメル クリーム Short,244,455,+低脂肪タイプミルクに変更 +ノンファットミルクに変更 +豆乳*に変更(￥55) +アーモンドミルク*に変更(￥55) +オーツミルク*に変更(￥55),+ホワイトモカフレーバーシロップ(￥55) +フォームミルク多め+ハチミツ,,155,1
キャラメル クリーム Tall,244,495,+低脂肪タイプミルクに変更 +ノンファットミルクに変更 +豆乳*に変更(￥55) +アーモンドミルク*に変更(￥55) +オーツミルク*に変更(￥55),+ホワイトモカフレーバーシロップ(￥55) +フォームミルク多め+ハチミツ,,156,1
キャラメル クリーム Grande,244,540,+低脂肪タイプミルクに変更 +ノンファットミルクに変更 +豆乳*に変更(￥55) +アーモンドミルク*に変更(￥55) +オーツミルク*に変更(￥55),+ホワイトモカフレーバーシロップ(￥55) +フォームミルク多め+ハチミツ,,157,1
キャラメル クリーム Venti,244,585,+低脂肪タイプミルクに変更 +ノンファットミルクに変更 +豆乳*に変更(￥55) +アーモンドミルク*に変更(￥55) +オーツミルク*に変更(￥55),+ホワイトモカフレーバーシロップ(￥55) +フォームミルク多め+ハチミツ,,158,1
ミルク Short,162,396,,,,159,1
ミルク Tall,162,435,,,,160,1
ミルク Grande,162,480,,,,161,1
ミルク Venti,236,525,,,,162,1
キッズ ココア,284,396,,,,163,1
キッズ ミルク,162,396,,,,164,1
be juicy ! kids （アップル）,105,396,,,,165,1
be juicy ! kids （オレンジ）,88,396,,,,166,1
バニラ クリーム,341,396,,,,167,1
ホット チョコレート,366,396,,,,168,1
